stacjo_id,student_id,st_pyt1,st_pyt2,st_pyt3,st_pyt4,st_pyt5,st_pyt6,st_pyt7,st_pyt8,st_pyt9,st_pyt10,st_pyt11,st_pyt12,st_pyt13,st_pyt14,st_pyt15,st_pyt16,st_pyt17,st_pyt18,st_pyt19,st_pyt20,st_pyt21,st_pyt22
782,782,Tak,3,3,4,3,3,5,4,3,4,3,4,4,4,4,3,3,2,5,4,2,4
783,783,Nie ma to dla mnie znaczenia,3,2,4,4,4,3,3,3,4,3,4,4,3,3,4,4,4,5,3,2,3
784,784,Tak,3,2,4,4,4,3,5,5,4,3,4,4,4,2,3,4,5,4,5,1,4
785,785,Nie ma to dla mnie znaczenia,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5
786,786,Nie,2,2,3,2,1,3,4,3,1,3,1,3,1,1,4,4,3,4,4,2,3
787,787,Tak,3,2,5,3,2,4,5,4,4,4,5,4,4,4,2,4,5,3,3,2,2
788,788,Tak,3,3,4,4,4,4,4,4,4,2,4,4,3,3,4,4,4,4,4,2,3
789,789,Nie ma to dla mnie znaczenia,3,2,2,3,3,2,3,3,1,3,3,3,4,4,5,3,2,4,4,2,4
790,790,Nie,5,2,4,5,5,5,5,5,5,5,5,3,5,5,5,3,4,3,3,2,2
791,791,Nie,2,2,3,3,2,3,3,3,4,3,3,4,3,3,4,4,4,4,4,2,3
792,792,Tak,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,2,4
793,793,Tak,1,2,5,4,4,3,1,4,4,4,5,4,4,4,1,4,5,4,4,2,4
794,794,Nie,2,2,3,3,4,5,5,5,4,2,3,4,4,4,2,3,4,3,4,1,4
795,795,Tak,3,2,4,2,2,2,2,4,3,4,5,5,5,5,5,3,4,2,5,2,5
796,796,Nie,1,2,3,1,1,5,3,3,3,2,3,1,1,1,1,2,3,1,5,2,2
797,797,Nie ma to dla mnie znaczenia,4,2,5,4,5,5,5,5,4,4,5,5,5,4,5,4,5,4,5,2,5
798,798,Tak,1,2,4,3,3,3,3,3,5,1,4,4,3,4,2,4,4,3,4,2,3
799,799,Tak,4,2,4,5,3,5,5,5,4,3,4,4,4,3,4,5,5,4,5,2,4
800,800,Tak,3,2,4,4,4,5,5,4,5,4,4,4,4,4,5,2,5,4,4,2,4
801,801,Tak,4,5,4,4,2,2,4,3,4,4,5,4,4,4,2,4,3,4,4,2,4
802,802,Tak,4,2,4,3,4,5,5,5,5,4,4,5,1,1,5,4,5,5,3,2,3
803,803,Tak,4,2,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,2,5
804,804,Nie ma to dla mnie znaczenia,1,2,4,3,1,3,5,3,1,1,1,1,5,4,4,3,4,4,3,2,2
805,805,Nie ma to dla mnie znaczenia,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
806,806,Nie,4,2,4,4,2,5,4,4,4,3,4,4,3,2,5,4,5,4,4,2,4
807,807,Nie ma to dla mnie znaczenia,4,1,3,4,2,2,3,2,4,4,5,4,5,4,4,4,4,5,4,1,4
808,808,Tak,4,3,4,4,5,4,4,4,5,4,3,5,5,5,5,5,5,5,4,2,2
809,809,Nie,1,2,4,3,2,2,3,4,1,2,5,5,3,3,5,4,3,4,2,2,4
810,810,Nie,1,2,4,3,3,4,4,4,4,1,3,3,4,4,4,4,4,4,4,2,4
811,811,Nie,2,3,3,2,3,2,3,5,3,4,2,3,3,3,5,3,3,2,4,1,1
812,812,Nie ma to dla mnie znaczenia,4,2,4,3,3,3,4,2,4,4,4,4,1,2,5,4,5,3,3,2,4
813,813,Tak,2,2,5,4,3,5,5,4,4,3,4,4,4,4,3,5,5,4,5,2,4
814,814,Nie ma to dla mnie znaczenia,3,2,3,3,3,4,3,2,2,3,3,4,2,2,3,2,4,2,3,2,2
815,815,Tak,4,2,4,4,3,4,4,4,5,3,4,4,3,3,3,4,4,4,4,2,4
816,816,Tak,5,2,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,4,2,3
817,817,Nie ma to dla mnie znaczenia,3,2,5,5,4,4,4,2,3,3,3,4,4,3,5,4,5,4,3,2,3
818,818,Nie,2,3,3,2,2,2,2,2,1,2,1,3,2,2,3,2,3,2,2,2,2
819,819,Tak,4,4,5,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,4,2,4
820,820,Tak,2,3,4,4,2,5,5,5,4,4,4,4,2,3,5,4,4,4,4,2,4
821,821,Tak,2,2,4,4,4,5,5,5,4,3,4,5,5,3,4,5,5,4,5,1,5
822,822,Nie,1,2,3,2,3,3,2,4,1,5,1,2,3,3,3,3,3,2,4,2,3
823,823,Nie,2,2,2,2,1,3,4,2,1,1,1,1,3,4,4,2,3,1,2,2,2
824,824,Tak,3,2,4,4,3,5,3,5,5,4,5,4,5,4,3,5,4,5,4,1,4
825,825,Tak,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
826,826,Tak,3,2,5,5,5,5,5,5,4,3,5,5,4,4,4,5,5,4,5,1,5
827,827,Tak,4,2,5,4,3,2,3,3,5,5,4,5,5,5,5,4,5,4,5,1,5
828,828,Nie ma to dla mnie znaczenia,3,2,3,2,3,5,5,5,2,3,2,3,4,3,3,3,3,3,5,1,3
829,829,Nie ma to dla mnie znaczenia,3,3,3,4,2,2,4,4,2,4,4,4,4,5,4,4,2,4,4,2,5
830,830,Nie,4,2,3,2,3,2,2,4,1,4,1,2,3,3,3,3,3,4,3,1,3
831,831,Tak,3,2,4,4,4,5,5,4,4,2,3,3,4,4,4,4,4,4,4,2,3
832,832,Nie ma to dla mnie znaczenia,1,2,4,3,4,4,4,4,3,1,3,4,4,4,5,4,4,4,4,2,4
833,833,Tak,2,2,4,2,2,5,5,4,4,4,2,4,3,3,5,3,4,4,3,2,3
834,834,Nie,1,4,3,3,2,3,4,3,2,2,3,4,4,4,5,4,4,4,4,2,3
835,835,Tak,3,2,4,3,3,2,3,2,3,5,4,3,2,4,5,3,4,3,3,2,3
836,836,Nie ma to dla mnie znaczenia,5,2,4,4,5,5,5,5,5,5,4,4,5,1,4,5,5,4,4,1,4
837,837,Tak,3,3,5,4,4,3,4,5,4,2,4,4,5,4,5,4,5,4,5,1,4
838,838,Tak,5,2,5,2,5,5,5,5,5,4,5,5,5,4,3,5,5,5,5,2,5
839,839,Tak,3,3,5,4,4,3,3,3,5,3,4,5,4,4,4,4,4,4,4,1,5
840,840,Nie,4,3,3,3,3,3,4,5,4,4,3,3,4,2,5,3,4,4,4,2,3
841,841,Nie,4,2,4,4,4,5,5,5,5,3,5,4,5,4,4,5,5,5,4,1,4
842,842,Nie ma to dla mnie znaczenia,3,2,5,3,3,4,4,4,3,4,3,3,5,2,4,3,5,4,4,2,4
843,843,Nie ma to dla mnie znaczenia,5,4,5,1,2,1,1,1,3,1,4,4,4,5,2,3,5,1,1,1,5
844,844,Tak,4,2,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,2,5
845,845,Tak,3,2,5,3,4,5,5,4,5,4,5,5,5,4,5,5,5,5,4,2,5
846,846,Tak,3,2,5,3,4,5,5,4,5,4,5,5,5,4,5,5,5,5,4,2,5
847,847,Nie ma to dla mnie znaczenia,2,3,4,4,3,5,5,5,3,3,4,4,4,4,2,4,4,3,4,2,3
848,848,Nie ma to dla mnie znaczenia,2,3,4,4,3,5,5,5,3,3,4,4,4,4,2,4,4,3,4,2,3
849,849,Tak,4,2,5,5,3,5,5,5,5,4,5,5,3,3,5,5,5,5,5,1,5
850,850,Nie ma to dla mnie znaczenia,1,3,4,4,3,4,5,1,5,2,4,4,5,1,3,4,5,5,4,2,5
851,851,Tak,3,4,3,3,4,5,5,1,5,3,3,4,3,3,2,4,4,4,4,2,3
852,852,Nie,1,2,4,3,5,5,5,1,4,1,2,3,4,2,3,4,4,4,5,2,4
853,853,Tak,3,2,5,3,3,5,5,3,5,5,4,5,2,3,5,4,4,4,4,2,4
854,854,Nie ma to dla mnie znaczenia,4,1,5,4,2,3,3,3,4,2,3,4,3,3,5,3,4,3,3,2,4
855,855,Tak,3,2,5,3,4,5,5,4,5,4,5,5,5,4,5,5,5,5,4,2,5
856,856,Nie ma to dla mnie znaczenia,2,3,3,3,3,5,5,4,3,2,3,4,3,3,5,3,4,2,3,2,4
857,857,Nie,4,3,4,4,2,4,3,3,3,2,3,3,3,3,4,3,3,2,3,2,3
858,858,Nie ma to dla mnie znaczenia,1,3,4,4,5,3,3,5,5,2,4,4,3,2,5,5,5,5,4,2,3
859,859,Nie ma to dla mnie znaczenia,1,3,4,4,5,3,3,5,5,2,4,4,3,2,5,5,5,5,4,2,3
860,860,Tak,2,1,3,4,2,3,4,4,4,3,3,4,2,3,5,4,4,4,3,2,3
